created_at,description,product,amount
2021-10-25 13:00:00,SALE : ATF 500ML : KADOMA,ATF 500ML,4.0
2021-10-25 19:44:19,SALE : ATF 500ML : SAMORA,ATF 500ML,8.0
2021-10-28 15:38:33,SALE : 15W40 5LTRS : KIRKMAN,15W40 5LTRS,44.0
2021-10-28 17:28:17,SALE : 15W40 5LTRS : KIRKMAN,15W40 5LTRS,44.0
2021-10-28 17:28:46,SALE : GREESE : KIRKMAN,GREESE,8.0
2021-10-28 18:37:32,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,3.0
2021-10-29 05:01:29,SALE : SAE40 5LTRS : FORT STREET,SAE40 5LTRS,18.0
2021-10-29 07:35:22,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,3.0
2021-10-29 08:47:37,SALE : SAE40 500ML : MUTARE SECOND STREET,SAE40 500ML,3.0
2021-10-29 18:22:49,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,4.0
2021-10-30 07:21:27,SALE : 15W40 500ML : AVONDALE,15W40 500ML,4.0
2021-10-31 18:48:13,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,15.0
2021-11-01 14:45:58,SALE : 20W50 500ML : BANKET,20W50 500ML,81.6
2021-11-02 13:04:08,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,6.0
2021-11-03 09:24:52,SALE : 15W40 500ML : KIRKMAN,15W40 500ML,190.5
2021-11-03 10:43:19,SALE : 15W40 500ML : BANKET,15W40 500ML,136.0
2021-11-04 12:05:16,SALE : BRAKE FLUID 500ML : KWEKWE,BRAKE FLUID 500ML,8.0
2021-11-04 12:06:23,SALE : 80W90 5LTRS : KWEKWE,80W90 5LTRS,20.0
2021-11-04 12:07:14,SALE : ENGINE CLEANER : KWEKWE,ENGINE CLEANER,12.0
2021-11-05 17:34:33,SALE : ATF 500ML : POMONA,ATF 500ML,8.0
2021-11-06 17:29:10,SALE : SAE40 500ML : SAMORA,SAE40 500ML,10.0
2021-11-08 19:29:13,SALE : ATF 500ML : KIRKMAN,ATF 500ML,8.0
2021-11-09 08:18:06,SALE : 5W40 500ML : MSASA,5W40 500ML,11.2
2021-11-09 17:43:36,SALE : 15W40 500ML : POMONA,15W40 500ML,22.0
2021-11-10 08:17:26,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,4.0
2021-11-10 10:26:37,SALE : 5W40 5LTRS : FORT STREET,5W40 5LTRS,5.0
2021-11-10 12:57:59,SALE : 15W40 500ML : FORT STREET,15W40 500ML,4.0
2021-11-12 10:05:08,SALE : 5W40 500ML : MSASA,5W40 500ML,5.0
2021-11-12 16:06:48,SALE : SAE40 500ML : MSASA,SAE40 500ML,3.0
2021-11-12 20:29:03,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,4.0
2021-11-15 06:32:31,SALE : SAE40 500ML : KWEKWE,SAE40 500ML,16.0
2021-11-15 06:50:37,SALE : 15W40 500ML : MSASA,15W40 500ML,44.0
2021-11-15 11:49:29,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,3.0
2021-11-15 15:58:11,SALE : BATTERY WATER : WINDSOCK,BATTERY WATER,21.0
2021-11-16 08:20:07,SALE : SAE40 500ML : MUTARE SECOND STREET,SAE40 500ML,3.0
2021-11-16 18:32:34,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,22.0
2021-11-17 07:16:18,SALE : 5W40 5LTRS : KHAMI,5W40 5LTRS,20.0
2021-11-18 16:58:59,SALE : 15W40 500ML : WINDSOCK,15W40 500ML,255.2
2021-11-21 17:25:24,SALE : ATF 500ML : GRANITESIDE,ATF 500ML,4.0
2021-11-21 17:26:53,SALE : SAE40 500ML : GRANITESIDE,SAE40 500ML,3.0
2021-11-22 09:29:45,SALE : 15W40 500ML : POMONA,15W40 500ML,20.0
2021-11-22 09:38:48,SALE : CVT 1LTR : KHAMI,CVT 1LTR,20.0
2021-11-22 12:44:32,SALE : 20W50 500ML : MSASA,20W50 500ML,3.0
2021-11-22 14:23:02,SALE : SAE40 500ML : GRANITESIDE,SAE40 500ML,3.0
2021-11-23 13:58:25,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,3.0
2021-11-23 18:24:20,SALE : SAE40 5LTRS : KHAMI,SAE40 5LTRS,16.0
2021-11-24 08:17:40,SALE : 20W50 5LTRS : MUTARE GREEN MARKET,20W50 5LTRS,20.0
2021-11-24 11:20:50,SALE : 15W40 5LTRS : CHARTER,15W40 5LTRS,65.5
2021-11-25 09:32:55,SALE : SAE40 5LTRS : SAMORA,SAE40 5LTRS,18.0
2021-11-26 15:00:58,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,22.0
2021-11-27 17:03:21,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2021-11-28 10:21:52,SALE : 20W50 5LTRS : R MUGABE,20W50 5LTRS,20.0
2021-12-01 12:13:08,SALE : 15W40 500ML : POMONA,15W40 500ML,8.0
2021-12-03 07:36:28,SALE : SAE40 5LTRS : RUNIVILLE,SAE40 5LTRS,18.0
2021-12-03 10:26:58,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,10.0
2021-12-03 15:25:54,SALE : 15W40 500ML : POMONA,15W40 500ML,4.0
2021-12-04 09:23:13,SALE : 5W40 5LTRS : AVONDALE,5W40 5LTRS,35.0
2021-12-05 17:49:43,SALE : 15W40 500ML : WINDSOCK,15W40 500ML,8.0
2021-12-06 14:54:40,SALE : 5W40 500ML : MARONDERA,5W40 500ML,5.0
2021-12-06 20:22:55,SALE : 20W50 5LTRS : AVONDALE,20W50 5LTRS,20.0
2021-12-07 08:41:37,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,8.0
2021-12-08 20:09:14,SALE : ATF 500ML : MSASA,ATF 500ML,12.0
2021-12-09 16:07:25,SALE : 5W40 5LTRS : MSASA,5W40 5LTRS,30.0
2021-12-10 07:51:22,SALE : SAE40 500ML : MSASA,SAE40 500ML,6.0
2021-12-10 08:41:40,SALE : 5W40 500ML : GRANITESIDE,5W40 500ML,20.0
2021-12-10 13:27:27,SALE : BRAKE FLUID 500ML : KWEKWE,BRAKE FLUID 500ML,4.0
2021-12-12 07:06:12,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2021-12-12 14:38:00,SALE : COOLANT COOLANT : AVONDALE,COOLANT COOLANT,5.0
2021-12-14 11:00:00,SALE : 15W40 500ML : WINDSOCK,15W40 500ML,153.0
2021-12-14 16:49:23,SALE : ATF 500ML : AVONDALE,ATF 500ML,8.0
2021-12-14 16:50:00,SALE : 5W40 500ML : AVONDALE,5W40 500ML,10.0
2021-12-15 09:36:24,SALE : 15W40 500ML : AVONDALE,15W40 500ML,4.0
2021-12-15 09:43:39,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2021-12-16 11:38:45,SALE : ATF 500ML : BANKET,ATF 500ML,56.0
2021-12-16 17:22:00,SALE : COOLANT COOLANT : MSASA,COOLANT COOLANT,18.0
2021-12-19 15:18:15,SALE : 5W40 500ML : FORD,5W40 500ML,77.48
2021-12-20 12:54:23,SALE : ATF 500ML : AVONDALE,ATF 500ML,8.0
2021-12-20 15:49:14,SALE : SAE40 500ML : SAMORA,SAE40 500ML,3.0
2021-12-21 09:19:14,SALE : SAE40 500ML : SAMORA,SAE40 500ML,3.0
2021-12-21 16:24:41,SALE : 15W40 5LTRS : FORD,15W40 5LTRS,47.52
2021-12-21 17:24:48,SALE : SAE40 500ML : FORT STREET,SAE40 500ML,6.0
2021-12-22 12:26:45,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2021-12-22 12:27:24,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,4.0
2021-12-22 16:33:46,SALE : 15W40 5LTRS : POMONA,15W40 5LTRS,22.0
2021-12-23 10:20:44,SALE : 20W50 5LTRS : POMONA,20W50 5LTRS,20.0
2021-12-23 16:01:04,SALE : 5W40 500ML : R MUGABE,5W40 500ML,20.0
2021-12-23 18:57:26,SALE : SAE40 5LTRS : MUTARE SECOND STREET,SAE40 5LTRS,20.0
2021-12-24 06:37:28,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2021-12-31 09:29:34,SALE : ATF 500ML : POMONA,ATF 500ML,8.0
2021-12-31 11:02:15,SALE : ATF 500ML : POMONA,ATF 500ML,4.0
2021-12-31 11:50:36,SALE : 5W40 500ML : FORT STREET,5W40 500ML,5.0
2021-12-31 13:45:15,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,8.0
2022-01-01 09:00:28,SALE : 15W40 5LTRS : SAMORA,15W40 5LTRS,22.0
2022-01-02 07:47:22,SALE : ATF 500ML : GRANITESIDE,ATF 500ML,8.0
2022-01-02 11:50:14,SALE : 5W40 500ML : FORT STREET,5W40 500ML,5.0
2022-01-02 14:45:04,SALE : BATTERY WATER : MSASA,BATTERY WATER,3.0
2022-01-03 10:43:37,SALE : ENGINE CLEANER : POMONA,ENGINE CLEANER,3.0
2022-01-03 10:57:41,SALE : BATTERY ACID : WINDSOCK,BATTERY ACID,51.9
2022-01-03 15:49:24,SALE : ATF 500ML : GRANITESIDE,ATF 500ML,8.0
2022-01-03 20:10:37,SALE : SAE40 5LTRS : POMONA,SAE40 5LTRS,18.0
2022-01-04 11:25:46,SALE : 5W40 500ML : FORT STREET,5W40 500ML,15.0
2022-01-06 06:05:54,SALE : 5W40 500ML : KWEKWE,5W40 500ML,5.0
2022-01-06 15:48:51,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,4.0
2022-01-06 19:20:07,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2022-01-08 08:36:23,SALE : GREESE : KADOMA,GREESE,50.0
2022-01-10 20:25:36,SALE : 20W50 5LTRS : POMONA,20W50 5LTRS,20.0
2022-01-12 12:18:04,SALE : 5W40 500ML : SAMORA,5W40 500ML,5.0
2022-01-12 13:37:30,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2022-01-12 15:46:55,SALE : 5W40 5LTRS : MSASA,5W40 5LTRS,30.0
2022-01-13 12:29:18,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,10.0
2022-01-13 18:34:41,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-01-16 12:29:18,SALE : 15W40 5LTRS : MSASA,15W40 5LTRS,22.0
2022-01-17 11:58:12,SALE : ATF 500ML : GRANITESIDE,ATF 500ML,20.0
2022-01-18 06:13:18,SALE : 15W40 5LTRS : SUNWAY CITY,15W40 5LTRS,22.0
2022-01-18 14:59:55,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-01-20 06:42:32,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-01-22 12:55:19,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-01-22 17:40:17,SALE : ENGINE OIL 15W40 (SAE001) : RUNIVILLE,ENGINE OIL 15W40 (SAE001),730.0
2022-01-25 06:13:05,SALE : 15W40 500ML : FORT STREET,15W40 500ML,3.0
2022-01-25 07:27:19,SALE : 5W40 500ML : FIFE STREET,5W40 500ML,4.0
2022-01-29 08:26:51,SALE : 15W40 5LTRS : MUTARE GREEN MARKET,15W40 5LTRS,22.0
2022-02-01 10:47:25,SALE : SAE40 5LTRS : RUNIVILLE,SAE40 5LTRS,18.0
2022-02-01 14:11:55,SALE : ATF 500ML : MSASA,ATF 500ML,16.0
2022-02-02 16:55:14,SALE : 15W40 5LTRS : SAMORA,15W40 5LTRS,22.0
2022-02-04 16:20:33,SALE : COOLANT COOLANT : FORT STREET,COOLANT COOLANT,3.0
2022-02-05 14:11:12,SALE : 15W40 5LTRS : MUTARE GREEN MARKET,15W40 5LTRS,22.0
2022-02-05 17:55:20,SALE : BRAKE FLUID 500ML : MSASA,BRAKE FLUID 500ML,4.0
2022-02-07 07:04:52,SALE : BRAKE FLUID 500ML : MUTARE GREEN MARKET,BRAKE FLUID 500ML,4.0
2022-02-07 17:35:44,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-02-09 10:15:29,SALE : COOLANT COOLANT : AVONDALE,COOLANT COOLANT,4.0
2022-02-10 15:58:31,SALE : 5W40 500ML : GRANITESIDE,5W40 500ML,5.0
2022-02-10 19:19:28,SALE : ENGINE CLEANER : TROUTBECK,ENGINE CLEANER,4.0
2022-02-10 19:21:05,SALE : GREESE : TROUTBECK,GREESE,4.0
2022-02-11 17:50:24,SALE : 5W40 500ML : FORT STREET,5W40 500ML,8.0
2022-02-12 12:09:34,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-02-15 10:27:41,SALE : 20W50 5LTRS : MSASA,20W50 5LTRS,20.0
2022-02-15 20:13:26,SALE : 15W40 5LTRS : MUTARE GREEN MARKET,15W40 5LTRS,66.0
2022-02-16 07:16:51,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2022-02-16 09:37:23,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,8.0
2022-02-17 19:55:23,SALE : 20W50 500ML : MPOPOMA,20W50 500ML,18.0
2022-02-21 11:35:52,SALE : 5W40 500ML : MPOPOMA,5W40 500ML,4.0
2022-02-24 07:48:47,SALE : SAE40 5LTRS : TROUTBECK,SAE40 5LTRS,18.0
2022-02-24 07:51:06,SALE : SAE40 5LTRS : TROUTBECK,SAE40 5LTRS,18.0
2022-02-26 11:56:36,SALE : ATF 500ML : FORT STREET,ATF 500ML,3.0
2022-03-01 18:35:53,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-03-02 17:45:07,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2022-03-03 17:23:34,SALE : 20W50 5LTRS : RUNIVILLE,20W50 5LTRS,20.0
2022-03-05 09:55:06,SALE : 15W40 500ML : FORD,15W40 500ML,8.0
2022-03-05 10:59:27,SALE : COOLANT COOLANT : AVONDALE,COOLANT COOLANT,4.0
2022-03-10 20:14:03,SALE : BRAKE FLUID 500ML : KIRKMAN,BRAKE FLUID 500ML,4.0
2022-03-12 10:29:11,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-03-12 10:29:56,SALE : DEGREASER : AVONDALE,DEGREASER,3.0
2022-03-12 12:25:28,SALE : 15W40 5LTRS : AVONDALE,15W40 5LTRS,22.0
2022-03-12 16:20:19,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-03-13 09:15:09,SALE : 15W40 5LTRS : FORD,15W40 5LTRS,22.0
2022-03-18 05:35:51,SALE : SAE40 5LTRS : FORT STREET,SAE40 5LTRS,32.0
2022-03-19 14:18:48,SALE : 20W50 500ML : AVONDALE,20W50 500ML,20.0
2022-03-19 19:56:23,SALE : 5W40 5LTRS : AVONDALE,5W40 5LTRS,35.0
2022-03-22 06:20:06,SALE : SAE40 500ML : FORT STREET,SAE40 500ML,32.0
2022-03-22 08:09:13,SALE : 20W50 5LTRS : BANKET,20W50 5LTRS,22.0
2022-03-24 08:13:25,SALE : BRAKE FLUID 500ML : KIRKMAN,BRAKE FLUID 500ML,4.0
2022-03-25 14:16:37,SALE : SAE40 5LTRS : ROADPORT,SAE40 5LTRS,36.0
2022-03-27 16:15:07,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-03-28 09:14:28,SALE : 15W40 5LTRS : AVONDALE,15W40 5LTRS,22.0
2022-03-31 12:51:47,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-04-01 07:51:17,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-04-03 12:56:44,SALE : ATF 500ML : FIFE STREET,ATF 500ML,30.0
2022-04-03 14:16:23,SALE : ATF 500ML : FIFE STREET,ATF 500ML,6.0
2022-04-03 14:18:31,SALE : 5W40 500ML : FIFE STREET,5W40 500ML,8.0
2022-04-07 08:07:15,SALE : ATF 500ML : TROUTBECK,ATF 500ML,4.0
2022-04-08 17:58:56,SALE : ATF 500ML : AVONDALE,ATF 500ML,8.0
2022-04-09 14:06:00,SALE : 20W50 500ML : AVONDALE,20W50 500ML,3.0
2022-04-10 10:26:00,SALE : 15W40 5LTRS : GRANITESIDE,15W40 5LTRS,22.0
2022-04-10 16:27:16,SALE : 5W40 500ML : KIRKMAN,5W40 500ML,5.0
2022-04-11 07:37:52,SALE : BRAKE FLUID 500ML : MSASA,BRAKE FLUID 500ML,4.0
2022-04-11 15:12:52,SALE : 20W50 5LTRS : RUNIVILLE,20W50 5LTRS,20.0
2022-04-13 11:35:30,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-04-15 11:38:44,SALE : 5W40 500ML : GRANITESIDE,5W40 500ML,5.0
2022-04-16 07:40:52,SALE : 15W40 5LTRS : FORT STREET,15W40 5LTRS,40.0
2022-04-17 18:03:44,SALE : 20W50 500ML : SAMORA,20W50 500ML,6.0
2022-04-17 18:04:28,SALE : ATF 500ML : SAMORA,ATF 500ML,8.0
2022-04-18 14:32:37,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-04-19 15:29:45,SALE : 5W40 500ML : GRANITESIDE,5W40 500ML,10.0
2022-04-20 16:09:03,SALE : 20W50 500ML : KIRKMAN,20W50 500ML,4.0
2022-04-21 14:18:06,SALE : 15W40 500ML : RUNIVILLE,15W40 500ML,8.0
2022-04-22 12:46:33,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,20.0
2022-04-23 16:40:41,SALE : 20W50 500ML : SAMORA,20W50 500ML,3.0
2022-04-26 11:11:08,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2022-04-27 07:23:33,SALE : COOLANT COOLANT : KIRKMAN,COOLANT COOLANT,4.0
2022-04-28 10:11:18,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,20.0
2022-05-01 14:31:15,SALE : 15W40 5LTRS : KIRKMAN,15W40 5LTRS,22.0
2022-05-01 16:16:49,SALE : 15W40 5LTRS : KIRKMAN,15W40 5LTRS,22.0
2022-05-01 16:41:04,SALE : 5W40 500ML : FORT STREET,5W40 500ML,8.0
2022-05-01 17:28:44,SALE : ATF 500ML : TURNPIKE,ATF 500ML,24.0
2022-05-02 10:23:56,SALE : 5W40 500ML : MPOPOMA,5W40 500ML,8.0
2022-05-05 15:05:54,SALE : 20W50 500ML : GRANITESIDE,20W50 500ML,6.0
2022-05-06 13:51:12,SALE : 5W40 5LTRS : RUNIVILLE,5W40 5LTRS,35.0
2022-05-07 17:01:06,SALE : BATTERY WATER : AVONDALE,BATTERY WATER,3.0
2022-05-08 08:48:41,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2022-05-10 13:26:24,SALE : 20W50 500ML : GRANITESIDE,20W50 500ML,3.0
2022-05-12 07:00:49,SALE : SAE40 5LTRS : CHINHOYI MAIN,SAE40 5LTRS,18.0
2022-05-12 15:44:27,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,4.0
2022-05-12 17:46:20,SALE : SAE40 5LTRS : CHINHOYI MAIN,SAE40 5LTRS,18.0
2022-05-13 15:58:46,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,5.0
2022-05-14 11:45:17,SALE : 15W40 500ML : KIRKMAN,15W40 500ML,4.0
2022-05-14 11:45:37,SALE : 15W40 500ML : KIRKMAN,15W40 500ML,4.0
2022-05-15 09:54:45,SALE : SAE40 500ML : FIFE STREET,SAE40 500ML,6.0
2022-05-15 09:55:30,SALE : ATF 500ML : FIFE STREET,ATF 500ML,3.0
2022-05-15 10:48:13,SALE : 80W90 500ML : MSASA,80W90 500ML,57.0
2022-05-15 17:55:49,SALE : 5W40 5LTRS : FORT STREET,5W40 5LTRS,20.0
2022-05-18 15:38:18,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,12.0
2022-05-19 14:00:47,SALE : 15W40 5LTRS : SAMORA,15W40 5LTRS,25.0
2022-05-20 15:11:42,SALE : 5W40 500ML : AVONDALE,5W40 500ML,5.0
2022-05-20 15:14:13,SALE : CVT 1LTR : AVONDALE,CVT 1LTR,10.0
2022-05-20 15:18:24,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,4.0
2022-05-26 17:52:58,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,8.0
2022-05-27 14:22:29,SALE : ATF 500ML : KIRKMAN,ATF 500ML,40.0
2022-05-28 13:40:58,SALE : 5W40 5LTRS : CHINHOYI MAIN,5W40 5LTRS,35.0
2022-05-29 07:55:09,SALE : SAE40 500ML : ROADPORT,SAE40 500ML,9.0
2022-05-30 10:57:47,SALE : ATF 500ML : KADOMA,ATF 500ML,8.0
2022-05-31 17:38:36,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,5.0
2022-06-02 09:00:18,SALE : 5W40 5LTRS : FIFE STREET,5W40 5LTRS,30.0
2022-06-02 18:55:37,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,10.0
2022-06-03 12:30:55,SALE : 15W40 5LTRS : KIRKMAN,15W40 5LTRS,22.0
2022-06-03 19:18:56,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,4.0
2022-06-06 17:26:15,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,5.0
2022-06-09 17:21:57,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,3.0
2022-06-11 09:02:36,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2022-06-12 09:11:54,SALE : 5W40 5LTRS : BANKET,5W40 5LTRS,35.0
2022-06-12 15:19:38,SALE : 5W40 5LTRS : FORD,5W40 5LTRS,35.0
2022-06-12 17:49:14,SALE : ATF 500ML : ROADPORT,ATF 500ML,20.0
2022-06-12 17:50:51,SALE : 20W50 5LTRS : ROADPORT,20W50 5LTRS,20.0
2022-06-12 18:59:20,SALE : ATF 500ML : ROADPORT,ATF 500ML,24.0
2022-06-16 09:09:47,SALE : 15W40 5LTRS : RUNIVILLE,15W40 5LTRS,22.0
2022-06-16 15:37:00,SALE : ATF 500ML : RUNIVILLE,ATF 500ML,8.0
2022-06-16 15:41:00,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2022-06-24 17:59:26,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-06-27 13:09:16,SALE : 20W50 500ML : MUTARE GREEN MARKET,20W50 500ML,12.0
2022-06-27 13:35:05,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,4.0
2022-06-30 12:18:05,SALE : 5W40 5LTRS : RUNIVILLE,5W40 5LTRS,35.0
2022-06-30 17:08:24,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2022-07-03 09:56:12,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-07-03 17:25:04,SALE : 15W40 500ML : TROUTBECK,15W40 500ML,8.0
2022-07-03 17:31:47,SALE : 5W40 500ML : AVONDALE,5W40 500ML,5.0
2022-07-07 13:54:07,SALE : 20W50 500ML : GRANITESIDE,20W50 500ML,6.0
2022-07-09 10:51:42,SALE : 5W40 500ML : AVONDALE,5W40 500ML,10.0
2022-07-11 11:49:33,SALE : COOLANT COOLANT : RUNIVILLE,COOLANT COOLANT,4.0
2022-07-11 12:32:43,SALE : SAE40 5LTRS : RUNIVILLE,SAE40 5LTRS,20.0
2022-07-12 14:36:59,SALE : 5W40 500ML : AVONDALE,5W40 500ML,5.0
2022-07-12 14:37:28,SALE : COOLANT COOLANT : AVONDALE,COOLANT COOLANT,4.0
2022-07-12 17:49:01,SALE : SAE40 500ML : RUNIVILLE,SAE40 500ML,3.0
2022-07-13 12:30:24,SALE : ATF 500ML : AVONDALE,ATF 500ML,4.0
2022-07-13 16:13:31,SALE : BRAKE FLUID 500ML : AVONDALE,BRAKE FLUID 500ML,16.0
2022-07-14 07:10:07,SALE : SAE40 500ML : KIRKMAN,SAE40 500ML,6.0
2022-07-14 15:56:49,SALE : SAE40 500ML : AVONDALE,SAE40 500ML,8.0
2022-07-15 08:49:42,SALE : 15W40 500ML : AVONDALE,15W40 500ML,4.0
2022-07-16 09:27:52,SALE : SAE40 500ML : KIRKMAN,SAE40 500ML,3.0
2022-07-17 09:23:28,SALE : SAE40 500ML : KIRKMAN,SAE40 500ML,6.0
2022-07-18 08:51:42,SALE : SAE40 5LTRS : KIRKMAN,SAE40 5LTRS,6.0
2022-07-22 10:41:51,SALE : SAE40 500ML : SAMORA,SAE40 500ML,6.0
2022-07-22 11:35:29,SALE : 5W40 500ML : FORT STREET,5W40 500ML,4.0
2022-07-28 16:38:56,SALE : 20W50 5LTRS : GRANITESIDE,20W50 5LTRS,20.0
2022-07-30 18:04:29,SALE : 20W50 5LTRS : MUTARE ONE STOP,20W50 5LTRS,20.0
2022-08-02 14:54:57,SALE : SAE40 500ML : MUTARE SECOND STREET,SAE40 500ML,3.0
2022-08-04 15:12:13,SALE : COOLANT COOLANT : SAMORA,COOLANT COOLANT,4.0
2022-08-05 10:48:04,SALE : 15W40 5LTRS : KIRKMAN,15W40 5LTRS,10.0
2022-08-05 16:17:02,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,20.0
2022-08-09 09:42:49,SALE : 15W40 500ML : AVONDALE,15W40 500ML,4.0
2022-08-11 08:41:17,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,4.0
2022-08-11 09:55:43,SALE : 15W40 5LTRS : TROUTBECK,15W40 5LTRS,22.0
2022-08-12 07:53:54,SALE : 20W50 500ML : GRANITESIDE,20W50 500ML,3.0
2022-08-12 13:13:24,SALE : COOLANT COOLANT : SAMORA,COOLANT COOLANT,8.0
2022-08-12 15:29:10,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2022-08-13 07:50:09,SALE : 5W40 500ML : AVONDALE,5W40 500ML,5.0
2022-08-16 08:04:02,SALE : 20W50 500ML : ROADPORT,20W50 500ML,6.0
2022-08-19 13:55:33,SALE : 20W50 500ML : RUNIVILLE,20W50 500ML,6.0
2022-08-20 16:46:37,SALE : 20W50 500ML : AVONDALE,20W50 500ML,5.0
2022-08-20 20:46:19,SALE : 5W40 500ML : KIRKMAN,5W40 500ML,10.0
2022-08-22 13:29:30,SALE : 15W40 500ML : AVONDALE,15W40 500ML,8.0
2022-08-26 17:35:50,SALE : BRAKE FLUID 500ML : RUNIVILLE,BRAKE FLUID 500ML,4.0
2022-09-01 20:52:15,SALE : 5W40 500ML : AVONDALE,5W40 500ML,5.0
2022-09-03 10:45:47,SALE : 15W40 500ML : AVONDALE,15W40 500ML,4.0
2022-09-05 07:58:48,SALE : 5W40 5LTRS : RUNIVILLE,5W40 5LTRS,10.0
2022-09-05 09:32:41,SALE : 5W40 5LTRS : AVONDALE,5W40 5LTRS,36.0
2022-09-05 15:09:21,SALE : COOLANT COOLANT : AVONDALE,COOLANT COOLANT,4.0
2022-09-06 17:24:50,SALE : 5W40 500ML : RUNIVILLE,5W40 500ML,10.0
2022-09-09 07:36:50,SALE : 15W40 500ML : SAMORA,15W40 500ML,8.0
2022-09-12 09:35:48,SALE : COOLANT COOLANT : AVONDALE,COOLANT COOLANT,4.0
2022-09-18 07:27:41,SALE : 20W50 500ML : GRANITESIDE,20W50 500ML,3.0
2022-09-18 19:16:23,SALE : 5W40 500ML : AVONDALE,5W40 500ML,10.0
2022-09-23 11:54:37,SALE : 15W40 5LTRS : AVONDALE,15W40 5LTRS,44.0
2022-09-23 13:54:08,SALE : 5W40 500ML : SAMORA,5W40 500ML,15.0
